"","Tournament","Player","Position","Field","Fpts","Date","Url","top_count","top_mean","Fpts_std"
"408","Honda","Brendan Steele","G","17.98%",93,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,14.1964285714286
"409","Honda","Jim Furyk","G","17.58%",20.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-58.3035714285714
"410","Honda","Zach Johnson","G","17.07%",71,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-7.80357142857143
"411","Honda","Russell Henley","G","16.96%",93.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,14.6964285714286
"412","Honda","Chris Kirk","G","16.18%",62,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-16.8035714285714
"413","Honda","Cameron Tringale","G","15.92%",66.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-12.3035714285714
"414","Honda","Patton Kizzire","G","15.44%",22.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-56.3035714285714
"415","Honda","Brandon Wu","G","14.67%",23,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-55.8035714285714
"416","Honda","Lee Westwood","G","14.66%",19,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-59.8035714285714
"417","Honda","Keegan Bradley","G","12.52%",69,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-9.80357142857143
"418","Honda","Doug Ghim","G","12.06%",23,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-55.8035714285714
"419","Honda","Matt Jones","G","11.94%",119.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,40.6964285714286
"420","Honda","Cameron Davis","G","11.78%",66.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-12.3035714285714
"421","Honda","James Hahn","G","11.58%",7,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-71.8035714285714
"422","Honda","J.T. Poston","G","11.54%",28,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-50.8035714285714
"423","Honda","Wyndham Clark","G","10.20%",31,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-47.8035714285714
"424","Honda","Kevin Streelman","G","9.64%",75.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-3.30357142857143
"425","Honda","Byeong Hun An","G","9.48%",32,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-46.8035714285714
"426","Honda","Dylan Frittelli","G","9.42%",29.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-49.3035714285714
"427","Honda","Richy Werenski","G","8.20%",28.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-50.3035714285714
"428","Honda","Matt Wallace","G","7.88%",26.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-52.3035714285714
"429","Honda","Adam Long","G","7.78%",25.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-53.3035714285714
"430","Honda","Harold Varner III","G","7.55%",73.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-5.30357142857143
"431","Honda","Ian Poulter","G","7.40%",25,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-53.8035714285714
"432","Honda","Jhonattan Vegas","G","7.40%",59.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-19.3035714285714
"433","Honda","Rickie Fowler","G","7.20%",51.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-27.3035714285714
"434","Honda","Mackenzie Hughes","G","7.12%",62,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-16.8035714285714
"435","Honda","Luke List","G","6.85%",24.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-54.3035714285714
"436","Honda","John Huh","G","6.53%",59,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-19.8035714285714
"437","Honda","Alex Noren","G","5.91%",50,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-28.8035714285714
"438","Honda","Adam Hadwin","G","5.66%",77.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-1.30357142857143
"439","Honda","Lucas Glover","G","4.93%",70.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-8.30357142857143
"440","Honda","Kyoung-Hoon Lee","G","4.92%",23,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-55.8035714285714
"441","Honda","Michael Thompson","G","4.86%",65,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-13.8035714285714
"442","Honda","Ryan Moore","G","4.83%",18.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-60.3035714285714
"443","Honda","Matthew NeSmith","G","4.77%",69.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-9.30357142857143
"444","Honda","Tom Hoge","G","4.68%",20.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-58.3035714285714
"445","Honda","Chez Reavie","G","4.31%",24.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-54.3035714285714
"446","Honda","Phil Mickelson","G","4.26%",75.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-3.30357142857143
"447","Honda","Russell Knox","G","4.23%",27,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-51.8035714285714
"448","Honda","Rory Sabbatini","G","4.23%",12,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-66.8035714285714
"449","Honda","Cameron Percy","G","3.81%",28.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-50.3035714285714
"450","Honda","Charl Schwartzel","G","3.68%",52.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-26.3035714285714
"451","Honda","Bo Hoag","G","3.49%",32,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-46.8035714285714
"452","Honda","Denny McCarthy","G","3.42%",87.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,8.69642857142857
"453","Honda","Sepp Straka","G","3.17%",60,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-18.8035714285714
"454","Honda","Steve Stricker","G","3.05%",68,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-10.8035714285714
"455","Honda","Harry Higgs","G","2.95%",75,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-3.80357142857143
"456","Honda","Daniel Berger","G","2.91%",0,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-78.8035714285714
"457","Honda","Wesley Bryan","G","2.76%",17,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-61.8035714285714
"458","Honda","Martin Kaymer","G","2.72%",18.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-60.3035714285714
"459","Honda","Nick Taylor","G","2.62%",32.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-46.3035714285714
"460","Honda","Erik Van Rooyen","G","2.61%",62.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-16.3035714285714
"461","Honda","Maverick McNealy","G","2.50%",28,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-50.8035714285714
"462","Honda","Nate Lashley","G","2.50%",66,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-12.8035714285714
"463","Honda","Stewart Cink","G","2.47%",75,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-3.80357142857143
"464","Honda","Aaron Wise","G","2.45%",94,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,15.1964285714286
"465","Honda","Henrik Norlander","G","2.15%",19.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-59.3035714285714
"466","Honda","Mark Hubbard","G","2.10%",52,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-26.8035714285714
"467","Honda","Patrick Rodgers","G","2.06%",27.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-51.3035714285714
"468","Honda","Scott Stallings","G","1.95%",24.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-54.3035714285714
"469","Honda","Will Gordon","G","1.92%",69.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-9.30357142857143
"470","Honda","Peter Malnati","G","1.73%",14.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-64.3035714285714
"471","Honda","Tyler McCumber","G","1.64%",61,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-17.8035714285714
"472","Honda","Brice Garnett","G","1.45%",67.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-11.3035714285714
"473","Honda","Kristoffer Ventura","G","1.41%",31.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-47.3035714285714
"474","Honda","Keith Mitchell","G","1.33%",57,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-21.8035714285714
"475","Honda","Chase Seiffert","G","1.33%",90.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,11.6964285714286
"476","Honda","Pat Perez","G","1.27%",62,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-16.8035714285714
"477","Honda","Rafa Cabrera Bello","G","1.23%",20,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-58.8035714285714
"478","Honda","Brian Stuard","G","1.23%",26.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-52.3035714285714
"479","Honda","Jason Dufner","G","1.17%",52,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-26.8035714285714
"480","Honda","Vijay Singh","G","1.10%",17.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-61.3035714285714
"481","Honda","Joseph Bramlett","G","1.06%",26,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-52.8035714285714
"482","Honda","Padraig Harrington","G","0.95%",22,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-56.8035714285714
"483","Honda","Ryan Armour","G","0.84%",52.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-26.3035714285714
"484","Honda","C.T. Pan","G","0.80%",86.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,7.69642857142857
"485","Honda","Bronson Burgoon","G","0.78%",51,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-27.8035714285714
"486","Honda","Rob Oppenheim","G","0.68%",18,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-60.8035714285714
"487","Honda","Tom Lewis","G","0.66%",69,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-9.80357142857143
"488","Honda","Andrew Landry","G","0.66%",14.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-64.3035714285714
"489","Honda","Roger Sloan","G","0.65%",71,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-7.80357142857143
"490","Honda","Hank Lebioda","G","0.64%",20.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-58.3035714285714
"491","Honda","Luke Donald","G","0.56%",32,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-46.8035714285714
"492","Honda","Anirban Lahiri","G","0.54%",27,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-51.8035714285714
"493","Honda","Camilo Villegas","G","0.46%",76.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-2.30357142857143
"494","Honda","Tyler Duncan","G","0.44%",25,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-53.8035714285714
"495","Honda","Kelly Kraft","G","0.41%",26,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-52.8035714285714
"496","Honda","Lucas Herbert","G","0.40%",62,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-16.8035714285714
"497","Honda","Henrik Stenson","G","0.39%",15.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-63.3035714285714
"498","Honda","Sam Ryder","G","0.39%",82.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,3.69642857142857
"499","Honda","K.J. Choi","G","0.39%",16,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-62.8035714285714
"500","Honda","Vincent Whaley","G","0.38%",60,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-18.8035714285714
"501","Honda","Adam Schenk","G","0.37%",62.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-16.3035714285714
"502","Honda","Scott Brown","G","0.37%",33,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-45.8035714285714
"503","Honda","Austin Cook","G","0.35%",23,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-55.8035714285714
"504","Honda","Robby Shelton","G","0.34%",20,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-58.8035714285714
"505","Honda","Chesson Hadley","G","0.32%",18,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-60.8035714285714
"506","Honda","Vaughn Taylor","G","0.31%",19.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-59.3035714285714
"507","Honda","Beau Hossler","G","0.31%",51.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-27.3035714285714
"508","Honda","J.B. Holmes","G","0.30%",61.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-17.3035714285714
"509","Honda","Robert Streb","G","0.29%",71,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-7.80357142857143
"510","Honda","Doc Redman","G","0.28%",0,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-78.8035714285714
"511","Honda","Kevin Chappell","G","0.25%",77,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-1.80357142857143
"512","Honda","Jamie Lovemark","G","0.23%",20.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-58.3035714285714
"513","Honda","Scott Harrington","G","0.22%",55.5,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-23.3035714285714
"514","Honda","Troy Merritt","G","0.22%",24,"2021-03-18","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-18/sport/golf/slate/6053394b39a897423a3ccfd6/contest/60533961ef53fb60a607b1fd",28,78.8035714285714,-54.8035714285714
