"","Tournament","Player","Position","Field","Fpts","Date","Url","top_count","top_mean","Fpts_std"
"1","Arnold Palmer","Viktor Hovland","G","27.80%",66.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-11.78
"2","Arnold Palmer","Rory McIlroy","G","21.11%",73.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-4.78
"3","Arnold Palmer","Will Zalatoris","G","19.66%",74.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-3.78
"4","Arnold Palmer","Sungjae Im","G","19.05%",72,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-6.28
"5","Arnold Palmer","Sam Burns","G","18.16%",29.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-48.78
"6","Arnold Palmer","Tyrrell Hatton","G","17.27%",73.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-4.78
"7","Arnold Palmer","Matthew Fitzpatrick","G","16.82%",76,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-2.28
"8","Arnold Palmer","Jason Kokrak","G","16.21%",75.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-2.78
"9","Arnold Palmer","Bryson DeChambeau","G","15.94%",107,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,28.72
"10","Arnold Palmer","Cameron Davis","G","15.82%",23.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-54.78
"11","Arnold Palmer","Paul Casey","G","14.80%",71,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-7.28
"12","Arnold Palmer","Cameron Tringale","G","14.72%",60,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-18.28
"13","Arnold Palmer","Francesco Molinari","G","14.68%",20,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-58.28
"14","Arnold Palmer","Marc Leishman","G","13.96%",21.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-56.78
"15","Arnold Palmer","Patrick Reed","G","13.73%",24,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-54.28
"16","Arnold Palmer","Corey Conners","G","13.54%",99.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,21.22
"17","Arnold Palmer","Matthew NeSmith","G","11.83%",23.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-54.78
"18","Arnold Palmer","Jordan Spieth","G","11.51%",93.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,15.22
"19","Arnold Palmer","Billy Horschel","G","11.40%",22.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-55.78
"20","Arnold Palmer","Louis Oosthuizen","G","10.99%",0,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-78.28
"21","Arnold Palmer","Max Homa","G","9.64%",67,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-11.28
"22","Arnold Palmer","Wyndham Clark","G","9.24%",25,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-53.28
"23","Arnold Palmer","Zach Johnson","G","9.11%",56,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-22.28
"24","Arnold Palmer","Rickie Fowler","G","9.08%",50.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-27.78
"25","Arnold Palmer","Lanto Griffin","G","8.90%",71,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-7.28
"26","Arnold Palmer","Sebastian Munoz","G","8.86%",58,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-20.28
"27","Arnold Palmer","Chris Kirk","G","8.28%",74.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-3.78
"28","Arnold Palmer","Justin Rose","G","8.25%",38,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-40.28
"29","Arnold Palmer","Matt Jones","G","8.25%",25,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-53.28
"30","Arnold Palmer","Luke List","G","7.98%",59,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-19.28
"31","Arnold Palmer","Brendon Todd","G","7.71%",53,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-25.28
"32","Arnold Palmer","Harris English","G","7.66%",60.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-17.78
"33","Arnold Palmer","Kevin Na","G","7.11%",48.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-29.78
"34","Arnold Palmer","Tommy Fleetwood","G","6.94%",68.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-9.78
"35","Arnold Palmer","Hideki Matsuyama","G","6.66%",72,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-6.28
"36","Arnold Palmer","Christiaan Bezuidenhout","G","6.56%",74,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-4.28
"37","Arnold Palmer","Talor Gooch","G","6.04%",54,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-24.28
"38","Arnold Palmer","Henrik Norlander","G","5.61%",42,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-36.28
"39","Arnold Palmer","Patton Kizzire","G","5.53%",53,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-25.28
"40","Arnold Palmer","Jason Day","G","5.50%",58,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-20.28
"41","Arnold Palmer","Emiliano Grillo","G","5.50%",71,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-7.28
"42","Arnold Palmer","Charley Hoffman","G","5.26%",68.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-9.78
"43","Arnold Palmer","Kyle Stanley","G","5.04%",16.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-61.78
"44","Arnold Palmer","Kevin Kisner","G","4.94%",64,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-14.28
"45","Arnold Palmer","Ian Poulter","G","4.36%",59,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-19.28
"46","Arnold Palmer","Byeong Hun An","G","3.95%",64.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-13.78
"47","Arnold Palmer","Keegan Bradley","G","3.77%",79.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,1.22
"48","Arnold Palmer","Si Woo Kim","G","3.50%",1,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-77.28
"49","Arnold Palmer","Sepp Straka","G","3.41%",23.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-54.78
"50","Arnold Palmer","Alex Noren","G","3.07%",63.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-14.78
"51","Arnold Palmer","Adam Long","G","3.00%",22.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-55.78
"52","Arnold Palmer","Steve Stricker","G","2.93%",46,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-32.28
"53","Arnold Palmer","Doug Ghim","G","2.92%",60,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-18.28
"54","Arnold Palmer","Brendan Steele","G","2.90%",63.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-14.78
"55","Arnold Palmer","Cameron Champ","G","2.88%",18.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-59.78
"56","Arnold Palmer","Keith Mitchell","G","2.82%",62,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-16.28
"57","Arnold Palmer","Branden Grace","G","2.58%",72.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-5.78
"58","Arnold Palmer","Erik Van Rooyen","G","2.47%",48,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-30.28
"59","Arnold Palmer","Tom Hoge","G","2.47%",25.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-52.78
"60","Arnold Palmer","Matt Wallace","G","2.45%",71.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-6.78
"61","Arnold Palmer","Adam Hadwin","G","2.23%",20.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-57.78
"62","Arnold Palmer","Dylan Frittelli","G","2.16%",22,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-56.28
"63","Arnold Palmer","Richy Werenski","G","2.13%",89.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,11.22
"64","Arnold Palmer","John Huh","G","2.05%",55.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-22.78
"65","Arnold Palmer","Cameron Percy","G","1.92%",20,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-58.28
"66","Arnold Palmer","Bernd Wiesberger","G","1.89%",59,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-19.28
"67","Arnold Palmer","Robert Macintyre","G","1.87%",56.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-21.78
"68","Arnold Palmer","Will Gordon","G","1.87%",54.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-23.78
"69","Arnold Palmer","Russell Knox","G","1.81%",52,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-26.28
"70","Arnold Palmer","Maverick McNealy","G","1.76%",55,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-23.28
"71","Arnold Palmer","Harold Varner III","G","1.72%",64.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-13.78
"72","Arnold Palmer","Rory Sabbatini","G","1.71%",25,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-53.28
"73","Arnold Palmer","Andrew Putnam","G","1.62%",81,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,2.72
"74","Arnold Palmer","Shane Lowry","G","1.59%",19.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-58.78
"75","Arnold Palmer","Patrick Rodgers","G","1.52%",51.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-26.78
"76","Arnold Palmer","Charles Howell III","G","1.39%",51,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-27.28
"77","Arnold Palmer","Sung Kang","G","1.39%",19.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-58.78
"78","Arnold Palmer","Joel Dahmen","G","1.36%",21,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-57.28
"79","Arnold Palmer","Doc Redman","G","1.34%",50,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-28.28
"80","Arnold Palmer","Aaron Wise","G","1.30%",23,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-55.28
"81","Arnold Palmer","Anirban Lahiri","G","1.23%",16,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-62.28
"82","Arnold Palmer","Peter Malnati","G","1.13%",24,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-54.28
"83","Arnold Palmer","Henrik Stenson","G","1.11%",25.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-52.78
"84","Arnold Palmer","Danny Lee","G","1.11%",61,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-17.28
"85","Arnold Palmer","J.T. Poston","G","1.04%",21.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-56.78
"86","Arnold Palmer","Bo Hoag","G","0.99%",57.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-20.78
"87","Arnold Palmer","Nick Taylor","G","0.95%",34,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-44.28
"88","Arnold Palmer","Lucas Glover","G","0.95%",44.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-33.78
"89","Arnold Palmer","C.T. Pan","G","0.84%",23.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-54.78
"90","Arnold Palmer","Kristoffer Ventura","G","0.83%",74.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-3.78
"91","Arnold Palmer","Victor Perez","G","0.78%",54,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-24.28
"92","Arnold Palmer","Lee Westwood","G","0.76%",103,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,24.72
"93","Arnold Palmer","Charl Schwartzel","G","0.75%",19,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-59.28
"94","Arnold Palmer","Kyoung-Hoon Lee","G","0.75%",23,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-55.28
"95","Arnold Palmer","Paul Goydos","G","0.64%",14,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-64.28
"96","Arnold Palmer","Mark Hubbard","G","0.61%",55.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-22.78
"97","Arnold Palmer","Tyler McCumber","G","0.58%",18.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-59.78
"98","Arnold Palmer","Denny McCarthy","G","0.53%",61.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-16.78
"99","Arnold Palmer","Chez Reavie","G","0.44%",57.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-20.78
"100","Arnold Palmer","Danny Willett","G","0.42%",70,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-8.28
"101","Arnold Palmer","Austin Cook","G","0.35%",17,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-61.28
"102","Arnold Palmer","Brian Stuard","G","0.35%",20,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-58.28
"103","Arnold Palmer","Robert Streb","G","0.34%",25,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-53.28
"104","Arnold Palmer","Martin Laird","G","0.33%",61,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-17.28
"105","Arnold Palmer","Tim Herron","G","0.33%",16.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-61.78
"106","Arnold Palmer","Camilo Villegas","G","0.32%",16,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-62.28
"107","Arnold Palmer","Padraig Harrington","G","0.30%",63.5,"2021-03-04","https://rotogrinders.com/resultsdb/site/draftkings/date/2021-03-04/sport/golf/slate/6040ccd2ef53fb60a6a6f57b/contest/6040ccd486799860b05e8db3",25,78.28,-14.78
